url|name|price|rating|description|instruction|country
https://goldapple.ru//19000024447-obscuratio|L'Artisan Parfumeur obscuratio|24400|0|Соблазнительный Иланг-Иланг в густых кронах деревьев. В дуэте с густыми нотами бурбонской ванили с мадагаскарского острова Нуси-Бе, лепестки иланг-иланга опьяняют. В сочетании с насыщенными аккордами пачули, эти крошечные цветы превращаются в настоящее оружие. Необыкновенный талант иллюстратора-ботаника Кейти Скотт помогает изобразить эти сюрреалистические чудеса природы, оживляя цветущие тени.|Инструкция отсутствует|страна происхождения Франция
https://goldapple.ru//19000161476-11-11-the-energy-frequency|FreeShape 11:11 The Energy Frequency|12489|4.9|Представьте водопад и звук воды, падающей на камни. Всё течёт, и ничто не стоит на месте. 11:11 — особая энергетическая частота, которая пробуждает силу духа.  Цитрусово-мускусный аромат помогает почувствовать поток энергии. Полынь, бергамот, острый имбирь, лайм, гуава раскрываются в верхних нотах. В нотах сердца проявляются акватический аккорд, ночной жасмин, цветок лимона, мята и кардамон. Завершают композицию амбра, ветивер, корень ириса, фруктовый аккорд, мускус и древесный аккорд.  Крышка и подставка для флакона сделаны из синего королевского мрамора, натурального камня, который идеально подходит аромату. FreeShape — освободите душу и примерьте новый облик.|Инструкция отсутствует|"страна происхождения Италия  изготовитель: ""Freeshape Srl"", адрес: Via Casati 100, 20862 Arcore (MB), Италия"
https://goldapple.ru//90151200002-black-pepper-amber-neroli|Zielinski & Rozen Black Pepper, Vetiver, Neroli, Amber|6360|0|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность. Эрез Розен   Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.   Все ароматы Zielinski&Rozen категории унисекс.   Ароматы продукции Zielinski&Rozen изменили свое наименование без изменения состава.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения Россия
https://goldapple.ru//19000200199-blond-redhead-16-11|Neydo Blond redhead 16.11|5200|0|Сон Антуана о необыкновенной встрече в парижской кондитерской, наполненной запахом фруктов, ванили и шоколада с легкими нотами специй и дерева. Капля риска, щепотка уверенности в себе – и вуаля! – аромат-предсказание готов. Свежие цветочные ноты роз и фрезий, дополненные нюансами сухофруктов и земли… Этот сон точно сбудется!  Страна производства парфюмерной композиции -  Франция.  Antoine, 16.11 Ну вот и все – последний клубничный макарун нашел свое место. Витрина, над которой я тружусь с самого утра, наконец-то оформлена. Пора и передохнуть. Но не успеваю даже присесть, как в кондитерскую входит ОНА. Настоящая француженка – небрежная прическа, волосы цвета клубничный блонд, в одной руке букет фрезий, в другой – пакеты с покупками. Такими женщинами я восхищаюсь издалека. Вблизи же впадаю в ступор, меня буквально парализует. А ОНА бродит по кондитерской, и к нашему привычному запаху ванили вдруг добавляется аромат сухофруктов и теплой земли.  «Excusez-moi», – указывает ОНА на торт с начинкой из инжира и розовых лепестков. Как зомби снимаю стеклянный клош, и воздух наполняется сладким ароматом. «Délicieuse», – шепчет ОНА. Какой у нее бархатный волнующий голос! Скажи еще что-нибудь, ну пожалуйста… Торт вырывается из моих рук, кувыркается и падает, взрываясь сливочным кремом. Бах! Цветки фрезий разбросаны по полу.   Ее волосы в креме, крем на моей щеке. Я смущен, нужно как-то извиниться, но не могу! И вдруг… ОНА начинает хохотать. Я тоже. Протягиваю руку, чтобы смахнуть крошки с ее шелковой блузки. Какое декольте! Она шепчет: «Délicieuse… Délici… deli…» – «De-di-di» – настойчиво звонит будильник. Просыпаюсь, облизывая сухие губы. Как же не вовремя!|Только для наружного применения.|"страна происхождения Республика Корея  изготовитель: ""White Space Brand Lab AG"", 6300, Zug, Baarerstrasse 14, Швейцария."
https://goldapple.ru//90151200005-vanilla-blend|Zielinski & Rozen Black Vanilla|6360|0|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность. Эрез Розен   Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.   Все ароматы Zielinski&Rozen категории унисекс.   Ароматы продукции Zielinski&Rozen изменили свое наименование без изменения состава.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения Россия
https://goldapple.ru//19000280329-fil-d-or-n-1|Laurent Mazzone FIL D'OR N°1|38000|0|Изысканный эликсир сотканный из благородных материалов. Сексуальная и утонченная композиция аромата соприкасается с вашей кожей словно шелковая блузка, надетая на обнаженное тело. Игра горячительных аккордов рома, сухого табака и горкой полыни в верхних нотах пирамиды согреваются и становятся мягче под властью розовых ягод и ванили.|Инструкция отсутствует|страна происхождения Франция  изготовитель: LM Parfums, Франция, 1 Rue Guetal, 38000 Grenoble
https://goldapple.ru//19000178400-benjoin-solaire|Ynepsie BENJOIN SOLAIRE|2464|4.4|Солнечный и теплый аромат Ynepsie с ярким характером объединяет древесные грани, смолистые ноты и мягкое цветочное звучание жасмина и розы. В сердце парфюмерной композиции сладкая и пряная ваниль, перуанский бальзам, теплый ладан и многогранный бензоин создают жгучий, согревающий восточно-древесный аккорд, пробуждающий чувственность.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""PARFUMS CORANIA"", адрес: ZA L'Agavon, 9 Avenue Lamartine 13170 LES PENNES MIRABEAU, Франция"
https://goldapple.ru//19000153646-coconut-cocktail|TUTTI DELICES Coconut cocktail|1131|4.2|Аромат tutti délices – это освежающий и сладкий кокосовый коктейль. Фруктово-гурманская композиция с намеком на молочные ноты окутывает нежностью и пробуждает приятные воспоминания. Легкий, напоминающий об отдыхе кокос в сочетании с мускусом, смягчающим десертную сладость ванили и сахара, способен очаровать и вызвать привыкание не только у сладкоежек.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""PARFUMS CORANIA"", мекенжай: ZA L'Agavon, 9 Avenue Lamartine 13170 LES PENNES MIRABEAU, Франция"
https://goldapple.ru//19000173788-une-sieste-dans-la-bastide-ensoleillee|Rose et Marius Une sieste dans la bastide ensoleillée|6274|4.7|Прикоснитесь к искусству жизни в Провансе с уникальными композициями из Грасса. Солнечные лучи проникают сквозь щели в ставнях, отбрасывая полосы теней на кровать. Льняные занавески колышутся, и ветер нежно гладит кожу лениво спящих. Завораживающие ароматы трав и полевых цветов с холмом рядом окутывают комнату. Парфюмерная вода Une sieste dans la bastide ensoleillée — ода чудесам и моментам лета на юге Франции. Композиция с цветочным сердцем наполняет всё вокруг радостью жизни. Свежесть зеленых акцентов гиацинта, листьев фиалки смешивается с влажностью дубового мха, мятых листьев базилика и каннабиса.  Лепестки розы, жасмина и ландыша придают нежность и женственность шлейфу.|Распылите на кожу на расстоянии 20-30 см.|"страна происхождения Франция  изготовитель: ""ROSE ET MARIUS"", адрес: Petit Cap, 41 A chemin du Rivage F-13620 CARRY LE ROUET, Франция."
https://goldapple.ru//19000330341-autumn-woods|BoomBloom autumn woods|2600|0|Аромат Autumn woods от BOOM BLOOM — неспешная осенняя прогулка загородом, где терпкий и пряный аромат коры дуба переплетается с прохладным звучанием землистого мускуса. Ноты теплого пекана, смолистой мирры и сушеной хурмы придают гипнотическое, многогранное звучание.  «Осенний лес» из коллекции «Терапия души» — аромат блаженного, природного спокойствия. Когда часть листьев уже шуршит под ногами, а другая еще горит красными и желтыми огоньками на ветвях деревьев. Сквозь поредевшие кроны светит солнце, а вы щуритесь ему в ответ.|Площадь ароматизации свечи весом 185 г — от 15 м². Для ароматизации большего пространства используйте несколько свечей. Не бойтесь экспериментировать и использовать разные ароматы одновременно.  Подрежьте фитиль свечи до 5 мм., зажгите оба фитиля и оставьте гореть на 1- 3 часа, пока расплавленный воск не достигнет стенок сосуда. Не жгите свечу дольше трех часов подряд. Подрезайте фитиль перед каждым использованием. Попробуйте эти простые правила, чтобы продлить срок службы свечи.|страна происхождения Россия  изготовитель: ИП Карлова А.В. ул Русановская, д.11, корп./ст.А, кв./оф.201, Санкт-Петербург, +7 921 583 73 73, hi@boombloom.ru
https://goldapple.ru//26142800001-cocaine|FRANCK BOCLET COCAINE|19600|4.9|"Cocaine Franck Boclet — как в тексте популярной поп-рок композиции Эрика Клэптона: ""Если ты хочешь оторваться, ты должен взять его с собой"". Название аромата, по замыслу парфюмера, символизирует, что он полностью захватывает вас. Верхние ноты: розовые ягоды, горький апельсин, табак, карамель. Ноты сердца: орхидея, лилия, тубероза. Базовые ноты: пачули, ваниль, тиаре. Одновременно яркий и цветочно-восточный характер аромата. Осторожно, вызывает привыкание!"|Инструкция отсутствует|страна происхождения Франция
https://goldapple.ru//19000125897-my-mantra|FOR ME by gold apple My Mantra|2900|3|Ароматическая свеча для идеального настроя.  Аромат My Mantra – это история медитации. Умиротворяющая дымность благовоний и шероховатые солнечные лучи, которые пробиваются через нее. Древесность индийского сандала переплетается с яркими нотами восточных пряностей и свежестью лемонграсса, успокаивая и настраивая на день.|Зажечь фитиль.  После использования погасить пламя.  Для полного раскрытия аромата рекомендуется не гасить пламя, пока вся поверхность свечи не покроется расплавленным воском|страна происхождения Россия  изготовитель: ООО «ТОНКА», Россия, 19633, г. Москва, ул. Новоорловская, д. 3, корпус 1. Тел. +7 (985) 766-12-89
https://goldapple.ru//83810100011-moon-dust|MiN NEW YORK MOON DUST|18427|4.8|Астронавты говорят, что лунная пыль пахнет порохом. Загадочный, возвышенный, футуристический аромат MiN NEW YORK Moon Dust по-своему раскрывает эту историю. Минеральные ноты, кремень, озон и табак уносят далеко от Земли. Их дополняют кориандр и морковные семена. Бензоин, чёрный мускус и землистые ноты создают базу необыкновенного, как пустыня после дождя, аромата.|Инструкция отсутствует|"страна происхождения Франция  изготовитель: ""Grey Matter Holdings Inc."", адрес: 3411 Silverside Road, Tatnall Building# 104, Wilmington, DE 19810, Соединенные Штаты Америки."
https://goldapple.ru//19000084155-sandalwood-jasmine|Zielinski & Rozen Sandalwood, Jasmine|3910|0|По мере горения свеча наполняет пространство приятным ароматом.   У данного продукта меняется название аромата. Актуальное название : Sandalwood, Jasmine.|Способ применения: Зажечь фитиль, не извлекая свечу из стакана. Возможно использование в помещении, на веранде или в саду.|страна происхождения Россия
https://goldapple.ru//19760310038-french-gallantry|State Of Mind French Gallantry|7101|4.3|Свежий древесный аромат French Gallantry, посвящённый галантности, может служить образцом ароматной гармонии. Крепкую свежесть базилика и томатов дополняют ноты лавра, орегано и тимьяна. Тонкое сочетание кенийского чёрного чая и шалфея с гелиотропом создаёт чувственный шлейф, подчёркнутый древесными и амбровыми нотами. Композиция говорит о силе, харизме и элегантности того, кто его носит.   Верхние ноты: чёрный чай, томат, базилик   Ноты сердца: шалфей, тимьян, лавр, орегано  Базовые ноты: гелиотроп, кожа, амбра, животные ноты|Инструкция отсутствует|страна происхождения Франция  изготовитель: ALEGRIA SAS, 36, rue des Fontaines, 92310 Sèvres, Франция
https://goldapple.ru//26370700006-tobacco-vanille|Tom Ford Tobacco Vanille|33107|4.7|Аромат Tom Ford Tobacco Vanille вызывает ассоциации с английским клубом джентльменов и открывается с новой стороны благодаря неожиданным ингредиентам и ноткам специй. Tom Ford Tobacco Vanille — это богатый и теплый аромат с неожиданным и современным характером.|Инструкция отсутствует|"страна происхождения США  изготовитель: ""Estee Lauder B.V."" / ""Эсте Лаудер Б.В."", БЕЛЬГИЯ, Nijverheidsstraat 15, B-2260 Oevel-Westerlo/ Нижверхестраат 15, B-2260 Увел-Вестерло"
https://goldapple.ru//19000148363-fig-infusion|ESSENTIAL PARFUMS PARIS Fig infusion|7569|4.5|"Рефил для пополняемого флакона парфюмерной воды ESSENTIAL PARFUMS PARIS ""FIG INFUSION by Nathalie Lorson"". Парфюмер – Nathalie Lorson.  «Я представляла себе искрящийся и светлый аромат, посвященный удовольствиям и радостям жизни. Мне хотелось создать композицию, которая вызовет ассоциации с послеобеденным отдыхом в уютном фруктовом саду и сладкой дремой в тени смоковницы».   Успокаивающая композиция от ESSENTIAL PARFUMS PARIS построена вокруг ноты инжира, объединившей фруктовые, сливочные и зеленые оттенки. Сочность свежего фрукта подчеркивают итальянский мандарин, яркая нота черного чая и апельсиновый цвет. Тёплая нота сандала делает композицию более насыщенной, а бензоин, аромат которого напоминает сочетание ванили, амбры и корицы, придаёт изысканную сладость.   Создатели парфюмерной воды ESSENTIAL PARFUMS PARIS выбирают натуральные, экологически чистые материалы и стремятся снизить воздействие на окружающую среду. Для производства аромата использовались натуральные цветы апельсина из Туниса, бензоин из Вьетнама и черный чай со Шри-Ланки.   Сделать парфюмерию еще более экологичной и безопасной для окружающей среды позволяет формат рефила, благодаря которому основной флакон парфюмерной воды становится подходящим для многоразового использования.   Флакон рефила создан из алюминия, подходящего для переработки."|Откройте оригинальный пополняемый флакон парфюмерной воды и наполните его из рефила. Только для наружного применения.|"страна происхождения Франция  изготовитель: ESSENTIAL PARFUMS SAS"", адрес: 176 boulevard Saint-Germain 75006 Paris, Франция."
https://goldapple.ru//82092200001-this-is-not-a-blue-bottle-1-3|Histoires de Parfums this is not a blue bottle 1/.3|16900|5|Название this is not a blue bottle было вдохновлено картиной «Вероломство образов» известного бельгийского художника- сюрреалиста Рене Магритта, написанной им в 1920-х годах. На картине изображена курительная трубка, под которой на французском языке выведена надпись, гласящая: «Это не трубка».   Между чертой , за которой существуют образы, и чертой , за которой эти образы превращаются в реальность, существует бездонная глубина возможностей . this is not a blue bottle — это аллегория оркестра ароматов, путешествия от абстрактных до наиболее воспаляющих воображение эмоций в бесконечном царстве голубого цвета.   Это выражение обонятельных галлюцинаций и голубой , ничем не заполненной страницы, предоставляющей свободу для выражения любых идей. Аромат 1/.3 — кольцо расплавленной магмы, зарождающаяся новая энергия. Кроваво-апельсиновое солнце, поднимающееся над кружащимися в пылающем танце Розой и Шафраном, высвобождающими нескончаемую энергию Кожаных аккордов. Этот парфюм — выражение Огня.|по мере необходимости|страна происхождения Франция
https://goldapple.ru//19000060263-apple-lotus|Zielinski & Rozen apple & lotus|2200|4.7|Я хочу, чтобы парфюм трогал до глубины души, говорил о личности и отражал ее уникальность. Эрез Розен   Замысловатая ольфакторная книга, сюжет которой раскрывается новыми гранями на каждом человеке. Необычные сочетания нот и оригинальное построение аккордов подчеркивают индивидуальность и раскрывают суть ярче любых слов.   Все ароматы Zielinski&Rozen категории унисекс.|Наносите парфюм по обе стороны плеч или распылите впереди себя и войдите в «облако» аромата.|страна происхождения Россия
https://goldapple.ru//19000178402-fleur-de-la-creme|Ynepsie FLEUR de la CRÈME|2464|0|Нежный и сладкий аромат Ynepsie способен приятно удивлять благодаря необычному сочетанию цветочных и сливочных нот. Современная, яркая композиция – словно пышный букет из туберозы, гардении и ландыша, окутанный мягким пудровым облаком и легкой свежестью цитрона. Сочная груша придаёт аромату тонкую сладость, которую усиливают чувственные ноты кофе, мускуса и амбры.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""PARFUMS CORANIA"", адрес: ZA L'Agavon, 9 Avenue Lamartine 13170 LES PENNES MIRABEAU, Франция"
https://goldapple.ru//80130500011-in-red|Armand Basi In RED|12170|0|Парфюмерная вода Armand Basi In RED для женщин открывает чудесный мир цветочных красок, наполняя воздух ароматом страсти, женственности, блеска. Благодаря весеннему каламбуру цветов, чувствуется свежесть розы, теплота ландыша, нежность фиалки, сладострастие жасмина. В парфюмерной воде   присутствуют сердечная свежесть цитрусовых, яркость бергамота и праздничность мандарина. Вместе с кардамоном запахи наполняют пространство позитивом, создают уют, гармонию, дарят силу. Armand Basi удовлетворит разные запросы потребителей, вызывая только приятные чувства. Казалось, сам аромат предназначен для создания приятных воспоминаний. In RED для женщин с базовыми древесными нотами дарит усладу амбры, мха, дерева, которые в сочетании с цветочными запахами создают удивительный аромат удовольствия.|Только для наружного применения.|страна происхождения Италия  изготовитель: «Angelini Beauty S.p.A.», адрес: Via Melchiorre Gioia, 8, 20124, Milan, Италия
https://goldapple.ru//19000164629-milano|Fragrance Du Bois MILANO|33000|0|Жители Милана  знают, что такое роскошь, умеют грамотно сочетать фактуры, цвета и принты. Они умеют выбирать правильные детали и привлекать ими восхищенные взгляды. Они также уверены, что аромат это необходимый аксессуар к любому образу, ведь без облака парфюма невозможен модный лук. Milano раскрывается нотами цитрусов и тмина, чтобы закружить в вихре сердца из фруктовых нот с толикой жасмина. Шлейф словно воздушный шарф будет кокетливо следовать за вами играя нотами кожи, мускуса, ванили и натурального уда в окружении древесных оттенков.   Парфюмер:  Shadi Samra|Только для наружного применения|"страна происхождения Великобритания  изготовитель: ""Фрагранс Холдингс ЛТД""."
https://goldapple.ru//19000132893-gardenia-cardamom|BANANA REPUBLIC Gardenia & Cardamom|2747|4.5|Цветочный аромат Gardenia & Cardamom от Banana Republic открывается нотами сочного мандарина и чувственной гардении. В сердце композиции звучат тубероза и пикантный кардамон, окутанные тёплой амброй и древесными нотами. Этот аромат — словно пышный букет свежесрезанных белых цветов, в котором выделяется яркий дуэт гардении и туберозы. Кардамон и древесные ноты добавляют уникальный штрих идеальному балансу нежности и красоты. Парфюмер – Vincent Kuczinski.   Семейство аромата: цветочный|Только для наружного применения.|страна происхождения Франция  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//19000109015-freesia|SOLINOTES FREESIA|2010|4.6|Свежий, игривый аромат SOLINOTES напоминает яркий луч солнца, улучшающий настроение.  Он построен вокруг цветочной ноты фрезии, которая заряжает радостью, лёгкостью и оптимизмом. Красоту этого цветка подчеркивает фруктовое звучание нежного персика, освежающего мандарина и сочной груши.  Пышный, благоухающий букет фрезий украшен изысканным водяным жасмином, а базовые ноты сандала и опьяняющего османтуса придают аромату глубину и делают цветочно-фруктовый шлейф более выразительным и манящим.  Парфюмерную воду можно сочетать с другими композициями бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь нежной весенней свежестью фрезии.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""PARFUMS CORANIA"", адрес: ZA L'Agavon, 9 Avenue Lamartine 13170 LES PENNES MIRABEAU, Франция"
https://goldapple.ru//99000018437-mango-grapefruit|VENEW mango & grapefruit|500|0|Ароматический диффузор, коллекция ароматов по 100 мл. Убедительно просим читать внимательно рекомендации по применению и следовать им - это важно. Парфюмерия для дома - это, прежде всего, красивый декор с ароматическим шлейфом. Диффузор с палочками придает помещению современный утонченный стиль. Интерьерный парфюм VENEW обеспечит постоянную ароматизацию вашего пространства. Это простое, но долговременное решение распространит аккорды по комнате, ненавязчиво оставляя фоновый букет. Поставьте духи туда, где есть хорошая циркуляция воздуха и наслаждайтесь качеством премиального аксессуара. В основе аромадиффузора натуральные эфирные масла, а также ингредиенты без добавления этилового спирта. Это идеальный подарок родным, друзьям или коллегам. Элегантный дизайн классического флакона из янтарного стекла и стильные фибровые палочки черного цвета станут роскошным дополнением любого места. Наши коллекции ароматов - это эмоции, имеющие запах. Отдохните от ежедневного стресса, порадуйте себя и близких, подарите гармонию, которую мы создаем для Вас с любовью!|Снимите пластиковую заглушку. Поместите палочки во флакон, переверните через пару минут. Палочки пропитываются ароматом и отдают его в окружающее пространство. Интенсивность аромата зависит от выбранного наименования, количества палочек, температуры и циркуляции воздуха в помещении. Не ставьте флакон в угол, в маленькое закрытое помещение, слишком высоко. Идеально - в центре комнаты на уровне пояса. Рекомендуется переворачивать палочки каждые 5-7 дней (если насыщенности недостаточно, следует переворачивать их как можно чаще и/или добавить еще несколько штук). Аромат раскрывается в течение 12-48 часов.|страна происхождения Россия  Продавец ТАТИ ООО  ОГРН / ОГРНИП 1217700339680  Юридический адрес Москва, ВН.ТЕР.Г. МУНИЦИПАЛЬНЫЙ ОКРУГ ПРЕОБРАЖЕНСКОЕ, СУВОРОВСКАЯ УЛ., Д. 6, СТР. 4, ПОМЕЩ. VII, КОМ. 13
https://goldapple.ru//19000120757-7753|Histoires de Parfums 7753|16900|0|7753 следует традиции Histoires de Parfums, объединяя три мира в одном: живопись, парфюмерию и эмоции, далекие от ваших ожиданий. 7753 – размер картины «Мона Лиза» (77x53 см). Парфюм представляет не визуальный образ или женщину из прошлого – он представляет Женщину. Это аромат ее эмоций, ее непостижимого взгляда, ее необъяснимой красоты, ее мощного эффекта присутствия и магнетизма. Это аромат нашего восхищения. Искрящаяся вспышка ярких цитрусов, неуловимая Мона, очертания лица которой едва распознаются сквозь сфумато ветивера и гальбанума. Чувственная тубероза и благородный гелиотроп. Эта улыбка обольщает ароматом специй.|По мере необходимости|страна происхождения Франция
https://goldapple.ru//19000109014-amande|SOLINOTES AMANDE|1005|0|Аромат SOLINOTES построен вокруг мягкой, расслабляющей и ностальгической ноты миндаля, напоминающей о миндальном печенье и макарунах, ликере Амаретто, ореховом креме Франжипан или о калиссонах – традиционных прованских сладостях.  Неожиданной парой для миндаля становится маракуйя, которая добавляет фруктовую свежесть и придаёт композиции еще большую яркость и оригинальность.  Ноты бобов тонка окутывают миндаль теплотой, а кремовый сандал и ваниль подчеркивает его нежную, гурманскую грань и делают аромат по-настоящему изысканным и гармоничным.  Парфюмерную воду можно сочетать с другими композициями бренда, чтобы создать свой неповторимый микс любимых нот, или использовать отдельно, наслаждаясь нежной и чарующей сладостью миндаля.|Только для наружного применения.|"страна происхождения Франция  изготовитель: ""PARFUMS CORANIA"", адрес: ZA L'Agavon, 9 Avenue Lamartine 13170 LES PENNES MIRABEAU, Франция"
https://goldapple.ru//19000012056-miss-dior-eau-de-parfum|Dior Miss Dior|12300|0|Miss Dior, появившийся на свет в 1947 году, — один из самых знаменитых ароматов Dior. Как и многие другие творения Дома, он был создан для того, чтобы сделать жизнь женщин лучше.    Сегодня Парфюмерная Вода Miss Dior предстает в новой интерпретации, основа которой остается неизменной: все то же стремление остановиться на секунду и почувствовать настоящую любовь. Ароматы линии Miss Dior отличаются многоцветным букетом, напоминающим о шедеврах «миллефиори», в сердце которого раскрываются ноты столистной розы, а в качестве базовых нот звучит древесный аккорд.   Свежий цветочный шлейф аромата наполнен сияющей и радостной энергией — таким образом вся композиция обретает как никогда современный характер. Флакон аромата украшает его неизменный аксессуар от-кутюр — роскошный «бант-кинжал» Miss Dior. Переливаясь множеством оттенков, он напоминает о букете из тысячи цветов, послужившем источником вдохновения для создания этого аромата.|Инструкция отсутствует|страна происхождения Франция  изготовитель: «Parfums Christian Dior S.A.», Франция, 33, Авеню Ош, Париж 75008 /33, Avenue Hoche, Рaris 75008
https://goldapple.ru//19000132888-06-black-platinum|BANANA REPUBLIC 06 Black Platinum|5495|4.5|06 Black Platinum от Banana Republic – это современный шипровый аромат, многогранный и утонченный. Элегантность жасмина и апельсинового цвета переплетается с чувственностью кожи и амбры, нотами дубового мха и кактуса. Композицию дополняет лёгкая пикантность розового перца. Парфюмер – Gino Percontino.|Только для наружного применения.|страна происхождения Франция  изготовитель: «Park Fragrance LLC», адрес: 70 West 36th Street Suite 4B, New York, NY, 10018, США
https://goldapple.ru//19000200194-berry-craving-23-06|Neydo Berry craving 23.06|5200|0|Аромат Berry Craving вдохновлен сном Элис, точнее, ее воспоминаниями о детстве и летних днях, когда в таинственном саду цветут маки размером с арбуз, розы и магнолии, волшебные коты исполняют желания, а с кухни доносится аромат ягодного варенья. Аромат-счастье с нотами нежных цветов, спелых фруктов и восточных пряностей. С ним так легко повернуть время вспять и вернуться в самое беззаботное время.  Страна производства парфюмерной композиции -  Испания.  Alice, 23.06 Я на пороге дома своего детства. Яркий полдень. Красивый тенистый сад теряется где-то за горизонтом. В траве распустились гигантские алые маки размером... с арбуз! Пурпурные цветы магнолии качает ветер. Солнечные лучи пробираются через оконные проемы, игра теней создает иллюзию оживших витражей. Мама на кухне варит варенье, которое булькает в медном тазу. Все пространство наполняется густым ягодным ароматом. Я хочу это попробовать! Но мама говорит, что варенье должно остыть.   И, чтобы скоротать время, я направляюсь в сад пускать мыльные пузыри. В переливающейся радужной сфере замечаю чей-то силуэт – позади меня на солнце греется кот. Он громко мурлычет, требуя, чтобы его погладили. Провожу рукой по шелковистой шерсти. Еще и еще. И каждый раз, когда я это делаю, у меня в руке появляется моя любимая игрушка! Только не останавливаться! Гладить и гладить…  Но мама зовет меня к столу, и я просыпаюсь.|Только для наружного применения.|"страна происхождения Республика Корея  изготовитель: ""White Space Brand Lab AG"", 6300, Zug, Baarerstrasse 14, Швейцария."
